,0
0,0.6930993795394897
1,0.6827131509780884
2,0.686394453048706
3,0.6816790699958801
4,0.6795972585678101
5,0.683332085609436
6,0.6769874691963196
7,0.6706832051277161
8,0.6823365688323975
9,0.6848899722099304
10,0.6867055892944336
11,0.6722360253334045
12,0.6593356728553772
13,0.6690002083778381
14,0.6724441647529602
15,0.6826793551445007
16,0.6664117574691772
17,0.671610951423645
18,0.6668931245803833
19,0.6746096611022949
20,0.6884183883666992
21,0.6689668893814087
22,0.6784139275550842
23,0.6820250749588013
24,0.6689678430557251
25,0.6751797795295715
26,0.6611859798431396
27,0.6684436798095703
28,0.6698406338691711
29,0.6828555464744568
30,0.6756680011749268
31,0.6702715158462524
32,0.6728976368904114
33,0.6767042875289917
34,0.6853615641593933
35,0.6770675778388977
36,0.6739560961723328
37,0.6689945459365845
38,0.6782751083374023
39,0.6658160090446472
40,0.6547231078147888
41,0.6741749048233032
42,0.662952184677124
43,0.664485514163971
44,0.6705295443534851
45,0.6743021607398987
46,0.6593344807624817
47,0.6681641936302185
48,0.670098602771759
49,0.679436206817627
50,0.6684091687202454
51,0.6634088158607483
52,0.6844066977500916
53,0.6667529344558716
54,0.6733786463737488
55,0.665229856967926
56,0.6777526140213013
57,0.6747157573699951
58,0.6668021082878113
59,0.6597961187362671
60,0.664775013923645
61,0.6603330969810486
62,0.6639891862869263
63,0.6616297960281372
64,0.6686895489692688
65,0.6802675127983093
66,0.6896008253097534
67,0.656753420829773
68,0.6802366971969604
69,0.69585782289505
70,0.6728484034538269
71,0.6776014566421509
72,0.6806303858757019
73,0.6719896793365479
74,0.6766942739486694
75,0.6866916418075562
76,0.6827985644340515
77,0.6794365048408508
78,0.6655833125114441
79,0.6848264336585999
80,0.6917572617530823
81,0.6810352802276611
82,0.6878303289413452
83,0.6712735891342163
84,0.6783791780471802
85,0.6645696759223938
86,0.6838436722755432
87,0.6742984652519226
88,0.6702678799629211
89,0.6754673719406128
90,0.7024267315864563
91,0.6768627166748047
92,0.6760061979293823
93,0.6746906042098999
94,0.6757369041442871
95,0.6752831935882568
96,0.6756852865219116
97,0.6898254156112671
98,0.6800681948661804
99,0.6666874885559082
100,0.6800030469894409
101,0.6892412900924683
102,0.6766412854194641
103,0.6887739896774292
104,0.6807869672775269
105,0.6828103065490723
106,0.6714414358139038
107,0.6927807927131653
108,0.6856594085693359
109,0.6866492033004761
110,0.6682694554328918
111,0.6964117288589478
112,0.6781412363052368
113,0.6796043515205383
114,0.672674298286438
115,0.6767449975013733
116,0.6734578013420105
117,0.6773236989974976
118,0.6897363066673279
119,0.6742567420005798
120,0.6792290806770325
121,0.6737100481987
122,0.6851537823677063
123,0.6758847236633301
124,0.6698293685913086
125,0.6590545773506165
126,0.674148440361023
127,0.6834789514541626
128,0.6600185632705688
129,0.6804836392402649
130,0.6825575828552246
131,0.6645768880844116
132,0.6730345487594604
133,0.6841598153114319
134,0.6723626852035522
135,0.6727690100669861
136,0.6811921000480652
137,0.6755288243293762
138,0.6802414655685425
139,0.6828679442405701
140,0.6907814741134644
141,0.6849783658981323
142,0.6784185767173767
143,0.6725088953971863
144,0.664706826210022
145,0.6791864633560181
146,0.6887603998184204
147,0.6846733689308167
148,0.6716993451118469
149,0.6519997715950012
150,0.6633800268173218
151,0.66600501537323
152,0.6829992532730103
153,0.6882296800613403
154,0.6783545613288879
155,0.6712065935134888
156,0.6722368001937866
157,0.6728129386901855
158,0.6756481528282166
159,0.6745250821113586
160,0.6856719851493835
161,0.6860966682434082
162,0.6758584976196289
163,0.6683527827262878
164,0.6793271899223328
165,0.6675717234611511
166,0.6765198111534119
167,0.6682074666023254
168,0.6547649502754211
169,0.6617636680603027
170,0.6711772084236145
171,0.6716569066047668
172,0.6732926368713379
173,0.6654602289199829
174,0.6817584037780762
175,0.6609250903129578
176,0.6961652636528015
177,0.6787875294685364
178,0.6800455451011658
179,0.6773182153701782
180,0.6688131093978882
181,0.6830795407295227
182,0.6799289584159851
183,0.6540018916130066
184,0.6861439943313599
185,0.6612213253974915
186,0.6752015948295593
187,0.6853176951408386
188,0.6813111305236816
189,0.6769084334373474
190,0.6670345067977905
191,0.6807244420051575
192,0.6576199531555176
193,0.647630512714386
194,0.6621052026748657
195,0.6749628782272339
196,0.6743148565292358
197,0.6659896969795227
198,0.6706138849258423
199,0.6868103742599487
200,0.6747771501541138
201,0.6952751278877258
202,0.6712322235107422
203,0.6606210470199585
204,0.6773034334182739
205,0.6715640425682068
206,0.682219386100769
207,0.665460467338562
208,0.684104323387146
209,0.679368793964386
210,0.6631513237953186
211,0.657950758934021
212,0.6758545637130737
213,0.683182418346405
214,0.6647645235061646
215,0.6567205190658569
216,0.6521726250648499
217,0.6658608317375183
218,0.6655109524726868
219,0.6708561182022095
220,0.6515077352523804
221,0.6473545432090759
222,0.6794648766517639
223,0.668461799621582
224,0.6558719873428345
225,0.6838166117668152
226,0.6544944643974304
227,0.6478784084320068
228,0.668217658996582
229,0.6628190875053406
230,0.6924642324447632
231,0.6573261022567749
232,0.6854001879692078
233,0.6691963076591492
234,0.6531118750572205
235,0.6583876609802246
236,0.6725432276725769
237,0.6680241823196411
238,0.6729081273078918
239,0.6696467399597168
240,0.6450966596603394
241,0.6708125472068787
242,0.6670002341270447
243,0.6647239327430725
244,0.6675697565078735
245,0.6595460176467896
246,0.6434550285339355
247,0.6414729952812195
248,0.6522361040115356
249,0.6727150678634644
250,0.6767920255661011
251,0.6730688810348511
252,0.6882686614990234
253,0.673364520072937
254,0.6592323780059814
255,0.6671434640884399
256,0.660527765750885
257,0.6743844747543335
258,0.6626747846603394
259,0.6495506763458252
260,0.6471877694129944
261,0.656525731086731
262,0.6622927188873291
263,0.6717320680618286
264,0.6661515831947327
265,0.6707669496536255
266,0.659399151802063
267,0.6512665748596191
268,0.6516082286834717
269,0.6956408023834229
270,0.6704517602920532
271,0.6651423573493958
272,0.6464799046516418
273,0.6478012204170227
274,0.6594144105911255
275,0.6629869937896729
276,0.6482275128364563
277,0.6558552980422974
278,0.6764837503433228
279,0.6393657922744751
280,0.6636092066764832
281,0.648800253868103
282,0.6555463075637817
283,0.6541697978973389
284,0.6800113320350647
285,0.6451483964920044
286,0.6476101875305176
287,0.6516064405441284
288,0.6802169680595398
289,0.649685800075531
290,0.6502370834350586
291,0.6720359921455383
292,0.6521565914154053
293,0.6486923098564148
294,0.6526161432266235
295,0.6750715970993042
296,0.6363593339920044
297,0.6603676080703735
298,0.6488944888114929
299,0.6404726505279541
300,0.6811383366584778
301,0.6556096076965332
302,0.6779905557632446
303,0.6552337408065796
304,0.6699756383895874
305,0.6476374268531799
306,0.6574823260307312
307,0.6793853044509888
308,0.6566535234451294
309,0.6718085408210754
310,0.6521510481834412
311,0.6799166798591614
312,0.6648872494697571
313,0.6495001316070557
314,0.6539398431777954
315,0.6400395631790161
316,0.6604072451591492
317,0.63179612159729
318,0.6536281108856201
319,0.6363281011581421
320,0.6436932682991028
321,0.6685865521430969
322,0.6532531976699829
323,0.6574828028678894
324,0.6443831324577332
325,0.647528350353241
326,0.652512788772583
327,0.6707868576049805
328,0.6702009439468384
329,0.6434544324874878
330,0.6735592484474182
331,0.6476694345474243
332,0.6471705436706543
333,0.6311625242233276
334,0.6567639112472534
335,0.649412989616394
336,0.6681507229804993
337,0.6456465721130371
338,0.6724203824996948
339,0.6551757454872131
340,0.6477715969085693
341,0.63942551612854
342,0.6658972501754761
343,0.7062649726867676
344,0.6592245101928711
345,0.6510725021362305
346,0.6493694186210632
347,0.6485263109207153
348,0.6807118654251099
349,0.6682170629501343
350,0.6568101644515991
351,0.6628411412239075
352,0.6517091393470764
353,0.6644686460494995
354,0.6296328902244568
355,0.6595603227615356
356,0.6723113059997559
357,0.6420431733131409
358,0.6366804242134094
359,0.6296989917755127
360,0.6436477899551392
361,0.6419152021408081
362,0.6702151298522949
363,0.702126145362854
364,0.6628671288490295
365,0.6500154137611389
366,0.6442480087280273
367,0.6194784045219421
368,0.6480796337127686
369,0.6377922892570496
370,0.6786341667175293
371,0.6798077821731567
372,0.6500539779663086
373,0.6649781465530396
374,0.618923544883728
375,0.6328998804092407
376,0.6437972187995911
377,0.6946213841438293
378,0.6545055508613586
379,0.6383005976676941
380,0.6391260027885437
381,0.6412346959114075
382,0.6480975151062012
383,0.648149847984314
384,0.6329091191291809
385,0.6590555906295776
386,0.6487878561019897
387,0.6301690340042114
388,0.607313871383667
389,0.667425274848938
390,0.631691575050354
391,0.6419609785079956
392,0.6402011513710022
393,0.6376148462295532
394,0.6297293901443481
395,0.64766526222229
396,0.6415901184082031
397,0.6501469016075134
398,0.6721720695495605
399,0.6449919939041138
400,0.6470893621444702
401,0.6302512884140015
402,0.6345449090003967
403,0.6442384123802185
404,0.6433907151222229
405,0.644555926322937
406,0.6396282911300659
407,0.629714846611023
408,0.6603907346725464
409,0.6592232584953308
410,0.6472545862197876
411,0.6449629068374634
412,0.6761652231216431
413,0.6416326761245728
414,0.6741347312927246
415,0.6542361974716187
416,0.6406197547912598
417,0.6505831480026245
418,0.6430014371871948
419,0.6531984210014343
420,0.6312311887741089
421,0.6405656337738037
422,0.6537624001502991
423,0.6645653247833252
424,0.6785572171211243
425,0.6392741203308105
426,0.6344550251960754
427,0.6430715322494507
428,0.6378818154335022
429,0.6266764998435974
430,0.6315223574638367
431,0.6624215841293335
432,0.6274069547653198
433,0.6413728594779968
434,0.6891362071037292
435,0.6638720631599426
436,0.6747837662696838
437,0.6595668792724609
438,0.6655800342559814
439,0.640677273273468
440,0.6403282880783081
441,0.6490284204483032
442,0.680709958076477
443,0.6349208950996399
444,0.6242027878761292
445,0.6640214920043945
446,0.6333006024360657
447,0.6820298433303833
448,0.6315709352493286
449,0.6570011377334595
450,0.6296108961105347
451,0.6432591080665588
452,0.6635424494743347
453,0.6404736042022705
454,0.6523140072822571
455,0.6446491479873657
456,0.6468861699104309
457,0.639028787612915
458,0.6602823138237
459,0.6394488215446472
460,0.6913737058639526
461,0.636762797832489
462,0.6797314882278442
463,0.6572855114936829
464,0.6557303667068481
465,0.6383739709854126
466,0.6361719965934753
467,0.6398049592971802
468,0.6369539499282837
469,0.6259305477142334
470,0.6607428193092346
471,0.6570557355880737
472,0.6281782984733582
473,0.655489981174469
474,0.695017397403717
475,0.6756730675697327
476,0.6455463767051697
477,0.6258670091629028
478,0.6339332461357117
479,0.6369246244430542
480,0.6306188702583313
481,0.665688157081604
482,0.6855117678642273
483,0.6461182832717896
484,0.6380350589752197
485,0.6163972020149231
486,0.6400583982467651
487,0.6591945886611938
488,0.646751344203949
489,0.6570419073104858
490,0.6641618013381958
491,0.6283975839614868
492,0.6670788526535034
493,0.6354901194572449
494,0.6751171350479126
495,0.6380454301834106
496,0.6355514526367188
497,0.6682354211807251
498,0.6717149615287781
499,0.6547938585281372
500,0.6561868786811829
501,0.6362430453300476
502,0.6757510900497437
503,0.6323400139808655
504,0.6740803718566895
505,0.6611751317977905
506,0.6668952703475952
507,0.6465842127799988
508,0.6919764280319214
509,0.6843304634094238
510,0.6724048852920532
511,0.669497549533844
512,0.6569607257843018
513,0.6732012033462524
514,0.6582900285720825
515,0.6583998799324036
516,0.6408446431159973
517,0.63704514503479
518,0.6367483139038086
519,0.6790586709976196
520,0.665310800075531
521,0.6625332832336426
522,0.6952900886535645
523,0.6570695638656616
524,0.6696659326553345
525,0.6244544982910156
526,0.6438056230545044
527,0.6730572581291199
528,0.6546806693077087
529,0.6363309621810913
530,0.6658126711845398
531,0.6465362310409546
532,0.6661816239356995
533,0.6583259701728821
534,0.6310348510742188
535,0.6385967135429382
536,0.656907856464386
537,0.6486627459526062
538,0.6434620022773743
539,0.646995484828949
540,0.6753475069999695
541,0.6757693290710449
542,0.6426817178726196
543,0.666715681552887
544,0.6641771197319031
545,0.6606917977333069
546,0.6415618062019348
547,0.6444013714790344
548,0.6828864812850952
549,0.6790831685066223
550,0.6470492482185364
551,0.6428185105323792
552,0.6527738571166992
553,0.6395555138587952
554,0.6511083841323853
555,0.6364370584487915
556,0.6805734038352966
557,0.6514655351638794
558,0.6502867341041565
559,0.7050027251243591
560,0.657285749912262
561,0.7085107564926147
562,0.6712477803230286
563,0.6475740671157837
564,0.6478167772293091
565,0.6633303761482239
566,0.68036949634552
567,0.6856307983398438
568,0.6684314608573914
569,0.6598184108734131
570,0.6808429956436157
571,0.6458543539047241
572,0.6520236134529114
573,0.7339611649513245
574,0.654255747795105
575,0.6855950355529785
576,0.6643536686897278
577,0.6361969709396362
578,0.6976217031478882
579,0.6602572202682495
580,0.6564854979515076
581,0.6688791513442993
582,0.6406325697898865
583,0.6522895097732544
584,0.6545155644416809
585,0.6378300786018372
586,0.6694368124008179
587,0.6594758033752441
588,0.6485996246337891
589,0.7019694447517395
590,0.6926136016845703
591,0.6609824895858765
592,0.68780916929245
593,0.6547853350639343
594,0.6533489227294922
595,0.6400842666625977
596,0.6399173736572266
597,0.6799484491348267
598,0.6550612449645996
599,0.6527397036552429
600,0.6753942370414734
601,0.6768835186958313
602,0.7213013768196106
603,0.6512178778648376
604,0.6571675539016724
605,0.6795816421508789
606,0.6774734854698181
607,0.6571772694587708
608,0.6482630372047424
609,0.7047189474105835
610,0.690072238445282
611,0.6592565774917603
612,0.6672593355178833
613,0.6728330850601196
614,0.6725972890853882
615,0.6857197880744934
616,0.646831214427948
617,0.6642937660217285
618,0.6815856695175171
619,0.7129613161087036
620,0.6599059104919434
621,0.6552689075469971
622,0.6536260843276978
623,0.6816359758377075
624,0.6766760945320129
625,0.6637861132621765
626,0.6603697538375854
627,0.6955006718635559
628,0.7039082646369934
629,0.6689083576202393
630,0.7266365885734558
631,0.672042965888977
632,0.714619517326355
633,0.6596372127532959
634,0.6496307849884033
635,0.6729700565338135
636,0.6609631776809692
637,0.6936025619506836
638,0.6775266528129578
639,0.6457206606864929
640,0.69871586561203
641,0.6704603433609009
642,0.6741101145744324
643,0.684592068195343
644,0.6611722111701965
645,0.686675488948822
646,0.7033373117446899
647,0.6801062822341919
648,0.6583675146102905
649,0.6550257802009583
650,0.6848809123039246
651,0.668605625629425
652,0.6645834445953369
653,0.6730834245681763
654,0.7074588537216187
655,0.6832548379898071
656,0.6902021169662476
657,0.6884056925773621
658,0.6638747453689575
659,0.6760885119438171
660,0.6590854525566101
661,0.6479215621948242
662,0.6852901577949524
663,0.6679977178573608
664,0.7028225660324097
665,0.6789454221725464
666,0.6852572560310364
